ID,"Investor Name","Investor Type","Investor Country","Found Domain",Website,"Search Strategy",Status
1290,"Rainwater Charitable Foundation","Non-Profit - Foundation",US,rainwatercharitablefoundation.org,https://www.rainwatercharitablefoundation.org,direct_website,FOUND
1291,"Accumulus Capital Management","Fund of Funds",US,accumulus.net,https://accumulus.net,direct_website,FOUND
1292,"Los Angeles Fire & Police Pension Fund","Pension - Public",US,lafpp.lacity.gov,https://lafpp.lacity.gov,duckduckgo_search,FOUND
1293,"AlphaCore Wealth Advisory",Other,US,alphacore.com,,duckduckgo_search,FOUND
1294,"JR Miller / Dakota Pacific",Corporate,US,dakotapacific.com,https://www.dakotapacific.com,duckduckgo_search,FOUND
1295,"Avalon Capital (American Endowment Foundation DAF)","Family Office",US,aefonline.org,https://www.aefonline.org,duckduckgo_search,FOUND
1296,"50 South Capital Advisors (Northern Trust Asset Management)","Fund of Funds",US,northerntrust.com,https://www.northerntrust.com,duckduckgo_search,FOUND
1297,"Matter Family Office","Family Office",US,matterfamilyoffice.com,https://www.matterfamilyoffice.com,direct_website,FOUND
1298,"Pathway Capital Management",Other,US,pathway.com,https://www.pathway.com,direct_website,FOUND
1299,"John D. and Catherine T. MacArthur Foundation","Non-Profit - Foundation",US,macfound.org,https://www.macfound.org,duckduckgo_search,FOUND
1300,"Teachers Retirement System of the State of Illinois","Pension - Public",US,trsil.org,https://www.trsil.org,duckduckgo_search,FOUND
1301,"Policemen’s Annuity and Benefit Fund of Chicago","Pension - Public",US,chipabf.org,https://www.chipabf.org,duckduckgo_search,FOUND
1302,NEPC,Consultant,US,nepc.org,https://www.nepc.org,direct_website,FOUND
1303,"Alaska Retirement Management Board","Pension - Public",US,drb.alaska.gov,https://drb.alaska.gov,duckduckgo_search,FOUND
1304,"New York State Nurses Association Pension Plan (NYSNA)","Pension - Public",US,rnbenefits.org,https://www.rnbenefits.org,duckduckgo_search,FOUND
1305,"Seattle City Employees Retirement System","Pension - Public",US,seattle.gov,https://www.seattle.gov,duckduckgo_search,FOUND
1306,"Arkansas Teachers Retirement System","Pension - Public",US,artrs.gov,https://www.artrs.gov,duckduckgo_search,FOUND
1307,"Denver Employees Retirement Plan","Pension - Public",US,denvergov.org,https://www.denvergov.org,duckduckgo_search,FOUND
1308,"Empirical Wealth Management",Other,US,empirical.net,https://www.empirical.net,duckduckgo_search,FOUND
1309,"UJA-Federation of New York","Non-Profit - Foundation",US,ujafedny.org,https://www.ujafedny.org,duckduckgo_search,FOUND
1310,"North Dakota Board of University and School Lands ","Pension - Public",US,ndpers.nd.gov,https://www.ndpers.nd.gov,duckduckgo_search,FOUND
1311,"Arizona State Retirement System","Pension - Public",US,azasrs.gov,,duckduckgo_search,FOUND
1312,"Centura Wealth Advisory",Other,US,centurawealth.com,https://www.centurawealth.com,direct_website,FOUND
1313,"Stanislaus County Employees’ Retirement Association","Pension - Public",US,stancera.org,https://www.stancera.org,duckduckgo_search,FOUND
1314,"Apollon Wealth Management",Other,US,,,not_found,NOT_FOUND
1315,Principia,"Pension - Private Non-ERISA",US,principia.net,https://www.principia.net,direct_website,FOUND
1316,"Mass General Brigham","Non-Profit - Other",US,massgeneralbrigham.org,https://www.massgeneralbrigham.org,direct_website,FOUND
1317,"State Universities Retirement System of Illinois (SURS)","Pension - Public",US,surs.org,https://www.surs.org,duckduckgo_search,FOUND
1318,"Firethorn Wealth Partners",Other,US,firethornwp.com,https://www.firethornwp.com,duckduckgo_search,FOUND
1319,"Texas Tech University System","Non-Profit - Endowment",US,texastech.edu,https://www.texastech.edu,duckduckgo_search,FOUND
1320,"The Townsend Group",Consultant,,townsendconsultinggroup.com,https://www.townsendconsultinggroup.com,duckduckgo_search,FOUND
1321,"Chicago Community Trust","Non-Profit - Foundation",US,cct.org,https://www.cct.org,duckduckgo_search,FOUND
1322,"Briar Hall, LLC.","Family Office",US,linkedin.com,https://www.linkedin.com,duckduckgo_search,FOUND
1323,"CommonSpirit Health","Non-Profit - Foundation",US,commonspirithealth.org,https://www.commonspirithealth.org,direct_website,FOUND
1324,"Advocate Aurora Health","Non-Profit - Foundation",US,advocateaurorahealth.org,https://www.advocateaurorahealth.org,direct_website,FOUND
1325,"York University Pension Fund","Pension - Private ERISA",CA,retire.info.yorku.ca,https://retire.info.yorku.ca,duckduckgo_search,FOUND
1326,"Providence St. Joseph Health","Non-Profit - Other",US,projects.propublica.org,https://projects.propublica.org,duckduckgo_search,FOUND
1327,"Cambridge Associates - Germany",Consultant,DE,cambridgeassociates.com,https://www.cambridgeassociates.com,duckduckgo_search,FOUND
1328,"Orchard Global",Competitor,,craft.co,https://www.craft.co,duckduckgo_search,FOUND
1329,"University of Tennessee","Non-Profit - Endowment",US,giving.utk.edu,https://giving.utk.edu,duckduckgo_search,FOUND
1331,"San Francisco City & County Employees’ Retirement System (SFERS)","Pension - Public",US,mysfers.org,https://www.mysfers.org,duckduckgo_search,FOUND
1332,"Teamsters Joint Council No. 83 of Virginia","Pension - Private ERISA",US,tjc83funds.org,https://tjc83funds.org,duckduckgo_search,FOUND
1333,"Kentucky Public Pensions Authority (KPPA)","Pension - Public",US,kyret.ky.gov,https://kyret.ky.gov,duckduckgo_search,FOUND
1334,"Iowa Public Employees Retirement System (IPERS)","Pension - Public",US,ipers.org,https://www.ipers.org,duckduckgo_search,FOUND
1335,"Boeing Company","Pension - Private ERISA",US,boeing.com,https://www.boeing.com,duckduckgo_search,FOUND
1337,"Aspen Insurance Group",Insurer,,aspen.co,,duckduckgo_search,FOUND
1338,"Santa Barbara County Employees Retirement System","Pension - Public",US,sbcers.org,https://www.sbcers.org,duckduckgo_search,FOUND
1339,"Johnson Financial Group",Other,US,johnsonfinancial.com,https://www.johnsonfinancial.com,direct_website,FOUND
1340,"San Mateo County Employees Retirement Association","Pension - Public",,samcera.gov,https://www.samcera.gov,duckduckgo_search,FOUND
1341,"Loyola University of Chicago","Non-Profit - Endowment",US,projects.propublica.org,https://projects.propublica.org,duckduckgo_search,FOUND
1342,"Moneta Group",Other,US,moneta.at,https://www.moneta.at,direct_website,FOUND
1343,"The Office of Hawaiian Affairs",Other,US,oha.org,https://www.oha.org,duckduckgo_search,FOUND
1344,Kirkoswald,Competitor,GB,kirkoswald.com,https://www.kirkoswald.com,direct_website,FOUND
1345,"Milwaukee County Employees Retirement System","Pension - Public",US,county.milwaukee.gov,,duckduckgo_search,FOUND
1346,"CIBC Pension Plan","Pension - Private Non-ERISA",CA,cibcmellon.com,https://www.cibcmellon.com,duckduckgo_search,FOUND
1347,"Institute of Advanced Study","Non-Profit - Endowment",US,en.wikipedia.org,,duckduckgo_search,FOUND
1348,"Clearstead Advisors","Wealth Manager",US,clearstead.com,,duckduckgo_search,FOUND
1349,"University of Chicago","Non-Profit - Endowment",US,news.uchicago.edu,https://news.uchicago.edu,duckduckgo_search,FOUND
1350,"Kansas Public Employees Retirement System","Pension - Public",US,kspers.gov,,duckduckgo_search,FOUND
1351,"Hornor, Townsend & Kent","Wealth Manager",US,htk.com,https://www.htk.com,duckduckgo_search,FOUND
1352,"Medford Retirement System","Pension - Public",US,medfordretirement.org,,duckduckgo_search,FOUND
1353,"Chicago Transit Authority Employees Retirement Plan","Pension - Public",US,ctaretirement.org,https://www.ctaretirement.org,duckduckgo_search,FOUND
1354,"Wedbush Securities","Wealth Manager",US,wedbush.com,https://www.wedbush.com,duckduckgo_search,FOUND
1355,"Minnesota State Board of Investments","Pension - Public",US,msbi.us,https://www.msbi.us,duckduckgo_search,FOUND
1356,"New Hampshire Retirement System","Pension - Public",US,nhrs.org,https://www.nhrs.org,duckduckgo_search,FOUND
1357,"Segitta FO","Family Office",DK,sagitta-investments.com,https://sagitta-investments.com,duckduckgo_search,FOUND
1358,"Amundi Asset Management","Fund of Funds",FR,amundi.com,https://www.amundi.com,duckduckgo_search,FOUND
1359,"Capman Wealth OY","Wealth Manager",FI,wealth.capman.com,https://wealth.capman.com,duckduckgo_search,FOUND
1360,"Cook County Annuity & Benefit Funds (CCPF)","Pension - Public",US,cookcountypension.com,https://www.cookcountypension.com,duckduckgo_search,FOUND
1361,"Marin County Employees Retirement Association (MCERA)","Pension - Public",US,mcera.org,,duckduckgo_search,FOUND
1362,"Orlando Firefighters Pension Fund","Pension - Public",US,orlando.gov,https://www.orlando.gov,duckduckgo_search,FOUND
1363,"Hampshire County Retirement System","Pension - Public",US,hampshireretirementma.org,https://www.hampshireretirementma.org,duckduckgo_search,FOUND
1364,"Cystic Fibrosis Foundation","Non-Profit - Foundation",US,cff.org,,duckduckgo_search,FOUND
1365,"Colorado Public Employees Retirement Association","Pension - Public",US,copera.org,https://www.copera.org,duckduckgo_search,FOUND
1367,"San Antonio Fire & Police Pension Fund","Pension - Public",US,safppf.org,,duckduckgo_search,FOUND
1368,"Massachusetts Water Resources Authority Employees Retirement System","Pension - Public",US,mwraretirement.com,,duckduckgo_search,FOUND
1369,"Prime Capital","Fund of Funds",DE,prime.org,https://www.prime.org,direct_website,FOUND
1370,Blackstone,Competitor,,marketbeat.com,,duckduckgo_search,FOUND
1371,"Bilton Holdings","Family Office",DE,bilton.com,https://www.bilton.com,direct_website,FOUND
1372,"Barclays Bank UK Retirement Fund","Foreign Pension",GB,assets-global.website-files.com,,duckduckgo_search,FOUND
1373,"San Joaquin County Employees Retirement Association (SJCERA)","Pension - Public",US,sjcera.org,https://www.sjcera.org,duckduckgo_search,FOUND
1374,"Aston Capital","Family Office",US,aston.net,https://www.aston.net,direct_website,FOUND
1375,"Aston Capital","Family Office",US,aston.net,https://www.aston.net,direct_website,FOUND
1376,"PGB Pension","Foreign Pension",NL,pensioenfondspgb.nl,https://www.pensioenfondspgb.nl,duckduckgo_search,FOUND
1377,"Cazenove Capital","Wealth Manager",GB,cazenove.com,https://www.cazenove.com,direct_website,FOUND
1378,"Hotel Employees Provident Fund","Foreign Pension",CY,hepfund.com.cy,,duckduckgo_search,FOUND
1379,"Dubai Holdings","Sovereign Wealth Fund",AE,dubai.com,https://www.dubai.com,direct_website,FOUND
1380,"Georgetown University Investment Office","Non-Profit - Endowment",US,investments.georgetown.edu,https://investments.georgetown.edu,duckduckgo_search,FOUND
1381,ICD,"Sovereign Wealth Fund",AE,icd.ae,https://www.icd.ae,direct_website,FOUND
1382,"KAMCO Invest",Corporate,KW,kamcoinvest.com,,duckduckgo_search,FOUND
1383,PIFSS,"Pension - Public",KW,pifss.gov.kw,https://www.pifss.gov.kw,duckduckgo_search,FOUND
1384,"Milaha Capital",Corporate,QA,milaha.com,,duckduckgo_search,FOUND
1385,"Bank of Ireland","Bank/Financial Institution",IE,bankofireland.com,,duckduckgo_search,FOUND
1386,Hiscox,Insurer,,hiscox.com,,duckduckgo_search,FOUND
1387,"Blenheim Underwriting",Insurer,GB,blenheim.co,https://www.blenheim.co,duckduckgo_search,FOUND
1388,"VBL Versorgungsanstalt des Bundes und der Länder","Foreign Pension",DE,vbl.de,,duckduckgo_search,FOUND
1389,"HUK Coburg",Insurer,DE,huk.de,,duckduckgo_search,FOUND
1390,"DePaul University","Non-Profit - Endowment",US,projects.propublica.org,https://projects.propublica.org,duckduckgo_search,FOUND
1391,"Paul R. Ried Financial Group","Wealth Manager",US,paulried.com,,duckduckgo_search,FOUND
1393,"United Nations Joint Staff Pension Fund","Pension - Public",US,unjspf.org,https://www.unjspf.org,duckduckgo_search,FOUND
1394,"Russell Wood Family Office","Family Office",GB,altss.com,https://www.altss.com,duckduckgo_search,FOUND
1395,"ASGA Pensionskasse","Foreign Pension",DE,asga.ch,https://www.asga.ch,duckduckgo_search,FOUND
1396,PIF,"Sovereign Wealth Fund",SA,pif.gov.sa,,duckduckgo_search,FOUND
1397,"Ascot Underwriting",Insurer,GB,ascotgroup.com,https://www.ascotgroup.com,duckduckgo_search,FOUND
1398,"GRSIA (Daman)","Pension - Public",QA,daman.gov.qa,https://www.daman.gov.qa,duckduckgo_search,FOUND
1399,"TD Prime Cap Intro",Other,US,bny.com,https://www.bny.com,duckduckgo_search,FOUND
1400,"Axa XL Insurance",Insurer,GB,axaxl.com,https://www.axaxl.com,duckduckgo_search,FOUND
1401,"State of Wisconsin Investment Board (SWIB)","Pension - Private Non-ERISA",US,swib.state.wi.us,https://www.swib.state.wi.us,duckduckgo_search,FOUND
1402,"Cathy Family Office","Family Office",US,lpallocator.com,,duckduckgo_search,FOUND
1403,"Stonebridge Financial Group","Wealth Manager",US,stonebridgefinancial.org,https://www.stonebridgefinancial.org,direct_website,FOUND
1404,Olayan,"Family Office",LI,olayan.com,https://www.olayan.com,direct_website,FOUND
1405,"Howard University","Non-Profit - Endowment",US,ed.gov,https://www.ed.gov,duckduckgo_search,FOUND
1406,"Cook Childrens Health Care System","Non-Profit - Foundation",US,cookchildrens.org,https://www.cookchildrens.org,duckduckgo_search,FOUND
1408,"Dilmon Capital","Family Office",QA,wealthbriefing.com,https://www.wealthbriefing.com,duckduckgo_search,FOUND
1409,"Conrad N. Hilton Foundation (Hilton Foundation)","Non-Profit - Foundation",US,hiltonfoundation.org,,duckduckgo_search,FOUND
1410,"Ten Capital / Cooper Family Office","Family Office",US,cooperfamilyoffice.com,https://www.cooperfamilyoffice.com,duckduckgo_search,FOUND
1411,AIG,Insurer,GB,aig.com,https://www.aig.com,direct_website,FOUND
1412,Logicon,"Family Office",AE,logicon.ae,https://www.logicon.ae,direct_website,FOUND
1413,"Chicago Partners Wealth Advisors (CP)","Wealth Manager",US,chicagowm.com,https://www.chicagowm.com,duckduckgo_search,FOUND
1414,"SAX Wealth Advisors","Wealth Manager",US,saxwa.com,https://www.saxwa.com,duckduckgo_search,FOUND
1415,"California State Teachers Retirement System (CalSTRS)","Pension - Public",US,calstrs.com,https://www.calstrs.com,duckduckgo_search,FOUND
1416,"Public Sector Pension Investment Board","Pension - Public",US,investpsp.com,https://www.investpsp.com,duckduckgo_search,FOUND
1417,"Drive Wealth Advisors","Wealth Manager",US,drivewealth.com,,duckduckgo_search,FOUND
1418,"University of Iowa Foundation","Non-Profit - Endowment",US,foriowa.org,https://www.foriowa.org,duckduckgo_search,FOUND
1419,"Fifth Third Wealth Advisors","Wealth Manager",US,53.com,https://www.53.com,duckduckgo_search,FOUND
1420,"Vegas Investment Management","Family Office",US,fundingstack.com,https://www.fundingstack.com,duckduckgo_search,FOUND
1421,"Klosters Capital LLC","Family Office",US,klosters.com,https://www.klosters.com,direct_website,FOUND
1422,"Employees Retirement System of Texas","Pension - Public",US,ers.texas.gov,https://www.ers.texas.gov,duckduckgo_search,FOUND
1423,"EP Wealth Advisors LLC","Family Office",US,epwealth.com,https://www.epwealth.com,direct_website,FOUND
1424,"Houston Police Officers Pension System","Pension - Public",US,hpops.org,https://www.hpops.org,duckduckgo_search,FOUND
1425,"Johns Hopkins University","Non-Profit - Endowment",US,projects.propublica.org,https://projects.propublica.org,duckduckgo_search,FOUND
1426,"Paris-Roubaix Group","Family Office",US,linkedin.com,https://www.linkedin.com,duckduckgo_search,FOUND
1427,"Helmsley Charitable Trust","Non-Profit - Foundation",US,helmsleytrust.org,https://www.helmsleytrust.org,duckduckgo_search,FOUND
1428,"Conrad N Hilton Foundation","Non-Profit - Foundation",US,hiltonfoundation.org,,duckduckgo_search,FOUND
1429,"Arta Finance","Wealth Manager",US,artafinance.com,https://www.artafinance.com,direct_website,FOUND
1430,"Bulltick Wealth Management","Wealth Manager",US,bulltick.com,https://www.bulltick.com,duckduckgo_search,FOUND
1431,"RockCreek Group","Fund of Funds",US,rockcreek.org,https://www.rockcreek.org,direct_website,FOUND
1432,"Rockcreek Group","Fund of Funds",US,rockcreek.org,https://www.rockcreek.org,direct_website,FOUND
1434,"Fund Evaluation Group (FEG)","Fund of Funds",US,feg.com,https://www.feg.com,duckduckgo_search,FOUND
1437,"Verizon Investment Management Corp. (VIMCO)","Pension - Private Non-ERISA",US,ainvest.com,https://www.ainvest.com,duckduckgo_search,FOUND
1438,"Man Group","Wealth Manager",US,man.com,https://www.man.com,direct_website,FOUND
1439,Porta,Other,,portaportal.com,https://www.portaportal.com,duckduckgo_search,FOUND
1440,"Souren Gharnagharian","Individual (HNW)",AE,bayes.citystgeorges.ac.uk,,duckduckgo_search,FOUND
1441,"Sovereign Financial Group","Wealth Manager",US,sovereign.global,https://www.sovereign.global,duckduckgo_search,FOUND
1442,"Oklahoma Municipal Retirement Fund","Pension - Public",US,okmrf.org,https://www.okmrf.org,duckduckgo_search,FOUND
1443,"Connecticut Retirement Plans & Trust Funds",Other,US,portal.ct.gov,https://www.portal.ct.gov,duckduckgo_search,FOUND
1444,"PBB Capital Partners",Other,US,erena.me,https://www.erena.me,duckduckgo_search,FOUND
1445,"Baltimore Fire & Police Employees Retirement System","Pension - Public",US,bcfpers.org,https://www.bcfpers.org,duckduckgo_search,FOUND
1446,"Welcy Capital Adivsors","Wealth Manager",US,welcycap.com,https://www.welcycap.com,duckduckgo_search,FOUND
1447,"California Public Employees Retirement System (CalPERS)","Pension - Public",US,calpers.ca.gov,https://www.calpers.ca.gov,duckduckgo_search,FOUND
1448,"City of Austin Employees Retirement System","Pension - Public",US,coaers.org,https://www.coaers.org,duckduckgo_search,FOUND
1449,"Rockefeller Capital Management / Rockefeller Global Family Office","Family Office",US,rockco.com,https://www.rockco.com,duckduckgo_search,FOUND
1450,"Knights of Columbus","Non-Profit - Foundation",US,knightsofcolumbus.org,https://www.knightsofcolumbus.org,direct_website,FOUND
1451,"Illinois Police & Fire","Pension - Public",US,ippfa.org,https://www.ippfa.org,duckduckgo_search,FOUND
1452,"Tacoma Employees Retirement System","Pension - Public",US,,,not_found,NOT_FOUND
1453,"Carson Group","Wealth Manager",US,carson.com,https://www.carson.com,direct_website,FOUND
1454,"Childrens Health System of Texas","Non-Profit - Foundation",US,,,not_found,NOT_FOUND
1455,"Montgomery County Employees Retirement System","Pension - Public",US,montgomerycountymd.gov,https://www.montgomerycountymd.gov,duckduckgo_search,FOUND
1456,"Hennion & Walsh Asset Management","Wealth Manager",US,hennionandwalsh.com,https://www.hennionandwalsh.com,duckduckgo_search,FOUND
1457,"Frederick County Employees Retirement System","Pension - Public",US,frederickcountymd.gov,https://www.frederickcountymd.gov,duckduckgo_search,FOUND
1459,"Angeles Investments",Consultant,US,angelesinvestments.com,https://www.angelesinvestments.com,direct_website,FOUND
1460,"Troviq Private Markets","Fund of Funds",,troviq.com,,duckduckgo_search,FOUND
1462,"R+V Re",Insurer,DE,rv-re.com,https://www.rv-re.com,duckduckgo_search,FOUND
1465,"William Blair & Company","Fund of Funds",US,,,not_found,NOT_FOUND
1466,"Aldasco Family Office","Family Office",US,familyofficehub.io,https://www.familyofficehub.io,duckduckgo_search,FOUND
1467,"Candian Pension Plan Investment Board","Pension - Public",CA,cppinvestments.com,https://www.cppinvestments.com,duckduckgo_search,FOUND
1468,"Investment Management Corporation of Ontario",Other,CA,investontario.ca,,duckduckgo_search,FOUND
1469,"Ontario Public Service Employees Union Pension Trust Fund","Pension - Public",CA,optrust.com,https://www.optrust.com,duckduckgo_search,FOUND
1470,"Andrew W Mellon Foundation","Non-Profit - Foundation",,mellon.org,https://www.mellon.org,duckduckgo_search,FOUND
1471,"Rutgers University","Non-Profit - Endowment",US,rutgersfoundation.org,https://www.rutgersfoundation.org,duckduckgo_search,FOUND
1472,"Oxford Financial Group","Family Office",US,ofgltd.com,https://www.ofgltd.com,duckduckgo_search,FOUND
1473,"First National Bank of Omaha","Wealth Manager",US,fnbo.com,https://www.fnbo.com,duckduckgo_search,FOUND
1474,"Barclays Prime Cap Intro",Other,US,bny.com,https://www.bny.com,duckduckgo_search,FOUND
1475,"Constellation Insurance",Insurer,US,constellationinsurance.com,,duckduckgo_search,FOUND
1476,"Curi Capital","Wealth Manager",US,curi.com,https://www.curi.com,direct_website,FOUND
1481,"Colorado Fire & Police","Pension - Public",US,fppaco.org,https://www.fppaco.org,duckduckgo_search,FOUND
1482,"Texas County & District Retirement System","Pension - Public",US,tcdrs.org,https://www.tcdrs.org,duckduckgo_search,FOUND
1483,"Eversource Energy",Corporate,US,eversource.com,https://www.eversource.com,duckduckgo_search,FOUND
1484,"Glenmede Trust","Family Office",US,glenmede.com,https://www.glenmede.com,duckduckgo_search,FOUND
1485,"Aksia (Hedge Fund Research Coverage)",Consultant,US,aksia.com,https://www.aksia.com,duckduckgo_search,FOUND
1486,"Bessemer Trust","Family Office",US,bessemertrust.com,https://www.bessemertrust.com,direct_website,FOUND
1487,"Epic Funds","Fund of Funds",US,epic-funds.com,https://www.epic-funds.com,duckduckgo_search,FOUND
